Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
[C2mim][SCN]0.5[C(CN)3]0.5 SILM,SILM,SILM,Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Thiocyanate [SCN] and Tricyanomethanide [C(CN)3],[S-]C#N.N#C[C-](C#N)C#N,,,,,Porous hydrophilic poly(tetrafluoroethylene) [PTFE] supported [1-Ethyl-3-methylimidazolium [emim]] [0.5 mol fraction [Thiocyanate [SCN]] and 0.5 mol fraction [Tricyanomethanide [C(CN)3]]],Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-Ethyl-3-methylimidazolium [emim],Thiocyanate [SCN],Tricyanomethanide [C(CN)3],,,20,1,332,0.9,20.5,0.1,https://dx.doi.org/10.1039/C4CP01434K,Playing with ionic liquid mixtures to design engineered CO2 separation membranes,"Tomé, Liliana C.; Florindo, Catarina; Freire, Carmen S. R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",Physical Chemistry Chemical Physics,PCCP.,16 (32),17172,2014,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL NTf2?60 IL Si NTf2,PIL-IL,PIL-IL,,1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],CN1C=C[N+](C[Si](C)(C)O[Si](C)(C)C)=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Diallyldimethylammonium [DADMA],C=CC1C[N+](C)(C)CC1CCCC2C[N+](C)(C)CC2C=C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly([1-methyl-1-methylpyrrolidinium [Pyr11]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 60 wt% ([1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-methyl-1-methylpyrrolidinium [Pyr11],bis(trifluoromethylsulfonyl)imide [Tf2N],1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],,,,20,1,426,0.3,11.5,0.1,https://dx.doi.org/10.1021/acs.iecr.6b04661,Study on Gas Permeation and CO2 Separation through Ionic Liquid-Based Membranes with Siloxane-Functionalized Cations,"Tomé, Liliana C.; Gouveia, Andreia S. L.; Ab Ranii, Mohd A.; Lickiss, Paul D.; Welton, Tom; Marrucho, Isabel M.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,56 (8),2229-2239,2017,"Universidade Nova de Lisboa, Oeiras, Portugal ; Imperial College London, London, United Kingdom ; Universidade de Lisboa, Lisboa, Portugal","Marrucho, Isabel M.",isabel.marrucho@tecnico.ulisboa.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
[(SiOSi)C1mim][NTf2] SILM,SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],CN1C=C[N+](C[Si](C)(C)O[Si](C)(C)C)=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported [1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,20,1,545,3.9,10.1,0.2,https://dx.doi.org/10.1021/acs.iecr.6b04661,Study on Gas Permeation and CO2 Separation through Ionic Liquid-Based Membranes with Siloxane-Functionalized Cations,"Tomé, Liliana C.; Gouveia, Andreia S. L.; Ab Ranii, Mohd A.; Lickiss, Paul D.; Welton, Tom; Marrucho, Isabel M.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,56 (8),2229-2239,2017,"Universidade Nova de Lisboa, Oeiras, Portugal ; Imperial College London, London, United Kingdom ; Universidade de Lisboa, Lisboa, Portugal","Marrucho, Isabel M.",isabel.marrucho@tecnico.ulisboa.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL C(CN)3?60 IL Si C(CN)3,PIL-IL,PIL-IL,,1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],CN1C=C[N+](C[Si](C)(C)O[Si](C)(C)C)=C1,Tricyanomethanide [C(CN)3],N#C[C-](C#N)C#N,Diallyldimethylammonium [DADMA],C=CC1C[N+](C)(C)CC1CCCC2C[N+](C)(C)CC2C=C,Tricyanomethanide [C(CN)3],N#C[C-](C#N)C#N,poly([1-methyl-1-methylpyrrolidinium [Pyr11]] [Tricyanomethanide [C(CN)3]]) with 60 wt% ([1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim]] [Tricyanomethanide [C(CN)3]]),1-methyl-1-methylpyrrolidinium [Pyr11],Tricyanomethanide [C(CN)3],1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],,,,20,1,238,0.4,11.5,0.1,https://dx.doi.org/10.1021/acs.iecr.6b04661,Study on Gas Permeation and CO2 Separation through Ionic Liquid-Based Membranes with Siloxane-Functionalized Cations,"Tomé, Liliana C.; Gouveia, Andreia S. L.; Ab Ranii, Mohd A.; Lickiss, Paul D.; Welton, Tom; Marrucho, Isabel M.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,56 (8),2229-2239,2017,"Universidade Nova de Lisboa, Oeiras, Portugal ; Imperial College London, London, United Kingdom ; Universidade de Lisboa, Lisboa, Portugal","Marrucho, Isabel M.",isabel.marrucho@tecnico.ulisboa.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
[(SiOSi)C1mim][C(CN)3] SILM,SILM,SILM,Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],CN1C=C[N+](C[Si](C)(C)O[Si](C)(C)C)=C1,Tricyanomethanide [C(CN)3],N#C[C-](C#N)C#N,,,,,Porous hydrophilic poly(tetrafluoroethylene) [PTFE] supported [1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim]] [Tricyanomethanide [C(CN)3]],Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-methyl-3-pentamethyldisiloxymethylimidazolium [(SiOSi)C1mim],Tricyanomethanide [C(CN)3],,,,20,1,568,0.7,11.1,0.3,https://dx.doi.org/10.1021/acs.iecr.6b04661,Study on Gas Permeation and CO2 Separation through Ionic Liquid-Based Membranes with Siloxane-Functionalized Cations,"Tomé, Liliana C.; Gouveia, Andreia S. L.; Ab Ranii, Mohd A.; Lickiss, Paul D.; Welton, Tom; Marrucho, Isabel M.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,56 (8),2229-2239,2017,"Universidade Nova de Lisboa, Oeiras, Portugal ; Imperial College London, London, United Kingdom ; Universidade de Lisboa, Lisboa, Portugal","Marrucho, Isabel M.",isabel.marrucho@tecnico.ulisboa.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL imidazolium–10 IL,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-vinyl-3-ethyl-imidazolium [veim],C=C[N+]1=CN(CC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly([1-vinyl-3-ethyl-imidazolium [veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 10 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-ethyl-imidazolium [veim],bis(trifluoromethylsulfonyl)imide [Tf2N],1-Ethyl-3-methylimidazolium [emim],,,,20,1,14.9,0.12,25.1,1,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL pyridinium–10 IL,PIL-IL,PIL-IL,,1-ethyl-3-methylpyridinium [empy],CC[N+]1=CC=CC(C)=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-vinyl-3-ethyl-pyridinium [vePy],C=CC1=CC=[N+](CC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly([1-vinyl-3-ethyl-pyridinium [vePy]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 10 wt% ([1-ethyl-3-methylpyridinium [empy]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-ethyl-pyridinium [vePy],bis(trifluoromethylsulfonyl)imide [Tf2N],1-ethyl-3-methylpyridinium [empy],,,,20,1,20.4,0.07,25.1,0.3,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL pyrrolidinium–10 IL,PIL-IL,PIL-IL,,1-butyl-1-methylpyrrolidinium [Pyr14],C[N+]1(CC(C(C1)C=C)C=C)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Diallyldimethylammonium [DADMA],C=CC1C[N+](C)(C)CC1CCCC2C[N+](C)(C)CC2C=C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly([1-methyl-1-methylpyrrolidinium [Pyr11]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 10 wt% ([1-butyl-1-methylpyrrolidinium [Pyr14]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-methyl-1-methylpyrrolidinium [Pyr11],bis(trifluoromethylsulfonyl)imide [Tf2N],1-butyl-1-methylpyrrolidinium [Pyr14],,,,20,1,11.5,0.09,28.3,1,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL ammonium–10 IL,PIL-IL,PIL-IL,,butyltrimethylammonium [N4111],C[N+](CCCC)(C)C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,2-(methacryloyloxy)ethyl trimethylammonium [EMTMA],CC(C(OCC[N+](C)(C)C)=O)=C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly([2-(methacryloyloxy)ethyl trimethylammonium [EMTMA]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 10 wt% ([butyltrimethylammonium [N4111]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),2-(methacryloyloxy)ethyl trimethylammonium [EMTMA],bis(trifluoromethylsulfonyl)imide [Tf2N],butyltrimethylammonium [N4111],,,,20,1,9.44,0.13,31.5,4.4,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL cholinium–10 IL,PIL-IL,PIL-IL,,"N-ethyl-N,N-dimethyl-N-(2-hydroxyethyl)ammonium [N1122OH]",C[N+](CCO)(CC)C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,2-(methacryloyloxy)ethyl cholinium [EMCh],CC(C(OCC[N+](CCO)(C)C)=O)=C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"poly([2-(methacryloyloxy)ethyl cholinium [EMCh]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 10 wt% ([N-ethyl-N,N-dimethyl-N-(2-hydroxyethyl)ammonium [N1122OH]] [bis(trifluoromethylsulfonyl)imide [Tf2N]])",2-(methacryloyloxy)ethyl cholinium [EMCh],bis(trifluoromethylsulfonyl)imide [Tf2N],"N-ethyl-N,N-dimethyl-N-(2-hydroxyethyl)ammonium [N1122OH]",,,,20,1,3.66,0.01,43,1.1,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
SILM [C2mpy][NTf2],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-ethyl-3-methylpyridinium [empy],CC[N+]1=CC=CC(C)=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported [1-ethyl-3-methylpyridinium [empy]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-ethyl-3-methylpyridinium [empy],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,20,1,536,3.3,17.6,0.2,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
SILM [N4111][NTf2],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],butyltrimethylammonium [N4111],C[N+](CCCC)(C)C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported [butyltrimethylammonium [N4111]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],Porous hydrophobic poly(vinylidene fluoride) [PVDF],butyltrimethylammonium [N4111],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,20,1,333,0.4,15.4,0.1,https://dx.doi.org/10.1016/j.memsci.2015.03.026,Polymeric ionic liquid-based membranes: Influence of polycation variation on gas transport and CO2 selectivity properties,"Tomé, Liliana C.; Gouveia, Andreia S.L.; Freire, Carmen S.R.; Mecerreyes, David; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,486,40-48,2015,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
Pure PIL,PIL,PIL,,,,,,Diallyldimethylammonium [DADMA],C=CC1C[N+](C)(C)CC1CCCC2C[N+](C)(C)CC2C=C,Tricyanomethanide [C(CN)3],N#C[C-](C#N)C#N,poly([1-methyl-1-methylpyrrolidinium [Pyr11]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-methyl-1-methylpyrrolidinium [Pyr11],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,,21,1,5.09,0.03,28.6,1.8,https://dx.doi.org/10.1016/j.memsci.2012.10.044,Pyrrolidinium-based polymeric ionic liquid materials: New perspectives for CO2 separation membranes,"Tomé, Liliana C.; Mecerreyes, David; Freire, Carmen S.R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,428,260-266,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL–20IL,PIL-IL,PIL-IL,,1-butyl-1-methylpyrrolidinium [Pyr14],C[N+]1(CCCC)CCCC1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Diallyldimethylammonium [DADMA],C=CC1C[N+](C)(C)CC1CCCC2C[N+](C)(C)CC2C=C,Tricyanomethanide [C(CN)3],N#C[C-](C#N)C#N,poly([1-methyl-1-methylpyrrolidinium [Pyr11]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) with 20 wt% ([1-butyl-1-methylpyrrolidinium [Pyr14]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-methyl-1-methylpyrrolidinium [Pyr11],bis(trifluoromethylsulfonyl)imide [Tf2N],1-butyl-1-methylpyrrolidinium [Pyr14],,,,21,1,25,0.2,25.5,1,https://dx.doi.org/10.1016/j.memsci.2012.10.044,Pyrrolidinium-based polymeric ionic liquid materials: New perspectives for CO2 separation membranes,"Tomé, Liliana C.; Mecerreyes, David; Freire, Carmen S.R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,428,260-266,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
PIL–80IL SILM,PIL-IL,PIL-IL,,1-butyl-1-methylpyrrolidinium [Pyr14],C[N+]1(CCCC)CCCC1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Diallyldimethylammonium [DADMA],C=CC1C[N+](C)(C)CC1CCCC2C[N+](C)(C)CC2C=C,Tricyanomethanide [C(CN)3],N#C[C-](C#N)C#N,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported [poly([1-methyl-1-methylpyrrolidinium [Pyr11]] [Tricyanomethanide [C(CN)3]])] with 80 wt% ([1-butyl-1-methylpyrrolidinium [Pyr14]] [Tricyanomethanide [C(CN)3]]),Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-methyl-1-methylpyrrolidinium [Pyr11],Tricyanomethanide [C(CN)3],1-butyl-1-methylpyrrolidinium [Pyr14],,,21,1,313,1,13.6,0.1,https://dx.doi.org/10.1016/j.memsci.2012.10.044,Pyrrolidinium-based polymeric ionic liquid materials: New perspectives for CO2 separation membranes,"Tomé, Liliana C.; Mecerreyes, David; Freire, Carmen S.R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,428,260-266,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
Pure IL SILM,SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-butyl-1-methylpyrrolidinium [Pyr14],C[N+]1(CCCC)CCCC1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported [1-butyl-1-methylpyrrolidinium [Pyr14]] [Tricyanomethanide [C(CN)3]],Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-butyl-1-methylpyrrolidinium [Pyr14],Tricyanomethanide [C(CN)3],,,,21,1,340,1,14,0.1,https://dx.doi.org/10.1016/j.memsci.2012.10.044,Pyrrolidinium-based polymeric ionic liquid materials: New perspectives for CO2 separation membranes,"Tomé, Liliana C.; Mecerreyes, David; Freire, Carmen S.R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",Journal of Membrane Science,J. Membr. Sci.,428,260-266,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal ; University of the Basque Country UPV/EHU, Donostia-San Sebastian, Spain ; Basque Foundation for Science, Bilbao, Spain","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
[Ch][Lac]-based SILM,SILM,SILM,Porous hydrophilic poly(tetrafluoroethylene) [PTFE],Cholinium [Ch],C[N+](C)(C)CCO,Lactate [Lac],CC(O)C([O-])=O,,,,,Porous hydrophilic poly(tetrafluoroethylene) [PTFE] supported [Cholinium [Ch]] [Lactate [Lac]],Porous hydrophilic poly(tetrafluoroethylene) [PTFE],Cholinium [Ch],Lactate [Lac],,,,20,1,7,,21.21,,https://dx.doi.org/10.1002/cssc.201300613,Cholinium-based Supported Ionic Liquid Membranes: A Sustainable Route for Carbon Dioxide Separation,"Tomé, Liliana C.; Patinha, David J. S.; Ferreira, Rui; Garcia, Helga; Silva Pereira, Cristina; Freire, Carmen S. R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",ChemSusChem,ChemSusChem.,7 (1),110-113,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
[C2mim][NTf2],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported [1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]],Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,20,1,589,1,18.1,0.3,https://dx.doi.org/10.1039/c3ra41269e,CO2 separation applying ionic liquid mixtures: the effect of mixing different anions on gas permeation through supported ionic liquid membranes,"Tomé, Liliana C.; Patinha, David J. S.; Freire, Carmen S. R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",RSC Advances,RSC Adv.,3 (30),12220,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
[C2mim][NTf2]0.75[Ac]0.25,SILM,SILM,Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N] and Acetate [Ac],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F.CC([O-])=O,,,,,Porous hydrophilic poly(tetrafluoroethylene) [PTFE] supported [1-Ethyl-3-methylimidazolium [emim]] [0.5 mol fraction [bis(trifluoromethylsulfonyl)imide [Tf2N]] and 0.5 mol fraction [Acetate [Ac]]],Porous hydrophilic poly(tetrafluoroethylene) [PTFE],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Acetate [Ac],,,20,1,503,1.8,17.8,0.2,https://dx.doi.org/10.1039/c3ra41269e,CO2 separation applying ionic liquid mixtures: the effect of mixing different anions on gas permeation through supported ionic liquid membranes,"Tomé, Liliana C.; Patinha, David J. S.; Freire, Carmen S. R.; Rebelo, Luís Paulo N.; Marrucho, Isabel M.",RSC Advances,RSC Adv.,3 (30),12220,2013,"Universidade Nova de Lisboa, Oeiras, Portugal ; Universidade de Aveiro, Aveiro, Portugal","Marrucho, Isabel M.",imarrucho@itqb.unl.pt,"Universidade Nova de Lisboa, Oeiras, Portugal"
